Date,TAI,TAI_1,TAI_2,TAI_3,TAI_4,CFM SMOOTHBYFILTER,O2,TAO,TAO_R1,TAO_R2,TAO_R3,TAO_R4,STATIC,TWI,TWO,GPM
00:07:06 03-09-2025,142.76936340332,0,142.76936340332,0,0,453.270874023438,10.9204254150391,143.263870239258,0,0,0,0,7.21202087402344,32,32,0
00:07:36 03-09-2025,142.439682006836,0,142.439682006836,0,0,321.411682128906,10.9662132263184,143.208923339844,0,0,0,143.208923339844,7.39971923828125,32,32,0
00:08:06 03-09-2025,143.208923339844,0,143.208923339844,0,0,284.101898193359,11.0120010375977,143.483642578125,0,0,0,143.483642578125,7.40658569335938,32,32,0
00:08:36 03-09-2025,142.879241943359,0,142.879241943359,0,0,264.351684570313,11.0196323394775,143.483642578125,0,0,0,143.483642578125,7.42031955718994,32,32,0
00:09:06 03-09-2025,142.76936340332,0,142.76936340332,0,0,229.538589477539,11.0120010375977,143.318817138672,0,0,0,143.318817138672,7.45694351196289,32,32,0
00:09:36 03-09-2025,142.989135742188,0,142.989135742188,0,0,279.178863525391,11.0043697357178,143.428695678711,0,0,0,143.428695678711,7.38598442077637,32,32,0
00:10:06 03-09-2025,143.263870239258,0,143.263870239258,0,0,287.106170654297,10.989107131958,143.483642578125,0,0,0,143.428695678711,7.38827419281006,32,32,0
00:10:36 03-09-2025,142.714416503906,0,142.714416503906,0,0,288.660797119141,10.9662132263184,143.593536376953,0,0,0,143.373748779297,7.46152210235596,32,32,0
00:11:06 03-09-2025,142.659469604492,0,142.659469604492,0,0,224.071441650391,10.9433193206787,143.318817138672,0,0,0,143.318817138672,7.51416873931885,32,32,0
00:11:36 03-09-2025,142.659469604492,0,142.659469604492,0,0,346.004730224609,10.9280567169189,143.428695678711,0,0,0,143.428695678711,7.45923328399658,32,32,0
00:12:06 03-09-2025,142.824310302734,0,142.824310302734,0,0,238.498992919922,10.9204254150391,143.373748779297,0,0,0,143.373748779297,7.40887451171875,32,32,0
00:12:36 03-09-2025,67.9341354370117,0,0,0,0,507.903686523438,18.9103965759277,74.4176559448242,0,74.4176559448242,0,0,7.39056301116943,32,32,0
00:13:06 03-09-2025,52.4396133422852,0,0,0,0,553.508178710938,18.9332904815674,65.5714950561523,0,65.5165481567383,0,0,7.45007705688477,32,32,0
00:13:36 03-09-2025,47.5494995117188,0,0,0,0,490.200958251953,18.9409217834473,63.263801574707,0,63.3736877441406,0,0,7.54392623901367,32,32,0
00:14:06 03-09-2025,45.3516960144043,0,0,0,0,534.542114257813,18.9256591796875,65.1868743896484,0,65.1868743896484,0,0,7.62861919403076,32,32,0
00:14:36 03-09-2025,42.6593856811523,0,0,0,0,508.853881835938,18.9027652740479,64.747314453125,0,64.6923751831055,0,0,7.63319683074951,32,32,0
00:15:06 03-09-2025,41.0659790039063,0,0,0,0,507.552368164063,18.895133972168,63.7033615112305,0,63.8132476806641,0,0,7.69957828521729,32,32,0
00:15:36 03-09-2025,39.8022422790527,0,0,0,0,504.216613769531,18.9027652740479,60.6813812255859,0,60.6264343261719,0,0,7.67210960388184,32,32,0
00:16:06 03-09-2025,39.4176254272461,0,0,0,0,488.364501953125,18.9027652740479,59.0330276489258,0,59.0330276489258,0,0,7.73620223999023,32,32,0
00:16:36 03-09-2025,38.4286155700684,0,0,0,0,515.45166015625,18.8875026702881,56.0659942626953,0,56.285774230957,0,0,7.74764728546143,32,32,0
00:17:06 03-09-2025,37.82421875,0,0,0,0,494.717864990234,18.8875026702881,55.1319274902344,0,55.1319274902344,0,0,7.76366996765137,32,32,0
00:17:36 03-09-2025,98.2088851928711,98.2088851928711,0,0,0,273.244995117188,7.90606117248535,92.3847045898438,0,0,0,0,2.92243480682373,32,32,0
00:18:06 03-09-2025,105.681419372559,105.681419372559,0,0,0,270.546264648438,3.77752780914307,101.505592346191,0,0,0,0,2.88809967041016,32,32,0
00:18:36 03-09-2025,108.483619689941,108.483619689941,0,0,0,277.493011474609,3.25096893310547,106.066032409668,0,0,0,0,2.79425096511841,32,32,0
00:19:06 03-09-2025,110.461639404297,110.461639404297,0,0,0,283.789672851563,3.29675674438477,108.593505859375,0,0,0,0,2.80111789703369,32,32,0
00:19:36 03-09-2025,111.340759277344,111.340759277344,0,0,0,272.004516601563,3.4570140838623,110.241859436035,0,0,0,0,2.78738403320313,32,32,0
00:20:06 03-09-2025,112.274826049805,112.274826049805,0,0,0,291.212341308594,3.75463390350342,111.395706176758,0,0,0,0,2.74618196487427,32,32,0
00:20:36 03-09-2025,112.604499816895,112.604499816895,0,0,0,277.621459960938,4.14383029937744,111.450653076172,0,0,0,0,2.74389266967773,32,32,0
00:21:06 03-09-2025,112.54955291748,112.54955291748,0,0,0,271.497650146484,4.57881450653076,111.725379943848,0,0,0,0,2.76220512390137,32,32,0
00:21:36 03-09-2025,112.494606018066,112.494606018066,0,0,0,289.724304199219,5.04432392120361,111.61548614502,0,0,0,0,2.75762701034546,32,32,0
00:22:06 03-09-2025,112.164939880371,112.164939880371,0,0,0,281.098663330078,5.50220203399658,111.670433044434,0,0,0,0,2.76449394226074,32,32,0
00:22:36 03-09-2025,112.055046081543,112.055046081543,0,0,0,282.328826904297,6.05165576934814,111.450653076172,0,0,0,0,2.70269107818604,32,32,0
00:23:06 03-09-2025,111.395706176758,111.395706176758,0,0,0,282.273376464844,6.45611476898193,111.011093139648,0,0,0,0,2.76220512390137,32,32,0
00:23:37 03-09-2025,111.395706176758,111.120979309082,0,0,0,283.766265869141,6.80715465545654,111.175926208496,0,0,0,0,2.74160385131836,32,32,0
00:24:07 03-09-2025,110.681419372559,110.681419372559,0,0,0,292.754211425781,7.15819454193115,110.681419372559,0,0,0,0,2.7324481010437,32,32,0
00:24:37 03-09-2025,110.351753234863,110.351753234863,0,0,0,284.411407470703,7.45581436157227,110.351753234863,0,0,0,0,2.70726871490479,32,32,0
00:25:07 03-09-2025,109.802299499512,109.802299499512,0,0,0,288.11669921875,7.7076473236084,109.857246398926,0,0,0,0,2.76220512390137,32,32,0
00:25:37 03-09-2025,109.692405700684,109.747352600098,0,0,0,277.687591552734,7.93658638000488,109.747352600098,0,0,0,0,2.75533771514893,32,32,0
00:26:07 03-09-2025,109.527572631836,109.527572631836,0,0,0,286.888763427734,8.1502628326416,109.307792663574,0,0,0,0,2.71413612365723,32,32,0
00:26:37 03-09-2025,109.307792663574,109.307792663574,0,0,0,278.663543701172,8.34867668151855,109.088012695313,0,0,0,0,2.76907205581665,32,32,0
00:27:07 03-09-2025,108.538558959961,108.538558959961,0,0,0,286.467834472656,8.47077751159668,108.483619689941,0,0,0,0,2.74618196487427,32,32,0
00:27:37 03-09-2025,108.428672790527,108.428672790527,0,0,0,288.962493896484,8.65392875671387,108.208892822266,0,0,0,0,2.74847078323364,32,32,0
00:28:07 03-09-2025,107.714385986328,107.714385986328,0,0,0,276.721832275391,8.77602958679199,107.879219055176,0,0,0,0,2.75304889678955,32,32,0
00:28:37 03-09-2025,107.824272155762,107.824272155762,0,0,0,293.640533447266,8.89813041687012,107.494606018066,0,0,0,0,2.74160385131836,32,32,0
00:29:07 03-09-2025,107.439659118652,107.439659118652,0,0,0,291.224029541016,9.02023124694824,107.055046081543,0,0,0,0,2.72329187393188,32,32,0
00:29:37 03-09-2025,106.560539245605,106.560539245605,0,0,0,283.202667236328,9.11180686950684,106.670425415039,0,0,0,0,2.75533771514893,32,32,0
00:30:07 03-09-2025,107.055046081543,107.055046081543,0,0,0,290.444946289063,9.21101379394531,106.340759277344,0,0,0,0,2.72100305557251,32,32,0
00:30:37 03-09-2025,106.28581237793,106.28581237793,0,0,0,295.926513671875,9.31022071838379,105.95613861084,0,0,0,0,2.76220512390137,32,32,0
00:31:07 03-09-2025,106.28581237793,106.28581237793,0,0,0,290.275299072266,9.37890243530273,105.791305541992,0,0,0,0,2.71184682846069,32,32,0
00:31:37 03-09-2025,105.681419372559,105.626472473145,0,0,0,282.710418701172,9.47810935974121,105.57152557373,0,0,0,0,2.71871376037598,32,32,0
00:32:07 03-09-2025,105.461639404297,105.461639404297,0,0,0,282.211273193359,9.55442237854004,105.241851806641,0,0,0,0,2.74847078323364,32,32,0
00:32:37 03-09-2025,121.945159912109,0,0,0,121.285827636719,336.190887451172,9.48574066162109,120.791320800781,0,0,0,0,5.39226627349854,32,32,0
00:33:07 03-09-2025,127.329788208008,0,0,0,127.329788208008,345.805480957031,10.0275630950928,127.21989440918,0,0,0,0,5.30528354644775,32,32,0
00:33:37 03-09-2025,128.868255615234,0,0,0,128.868255615234,338.638854980469,10.4396533966064,129.637481689453,0,0,0,0,5.20914554595947,32,32,0
00:34:07 03-09-2025,129.417694091797,0,0,0,129.417694091797,364.013366699219,10.8288497924805,131.17594909668,0,0,0,0,5.30986213684082,32,32,0
00:34:37 03-09-2025,130.077041625977,0,0,0,130.077041625977,344.073913574219,11.1798896789551,131.725387573242,0,0,0,0,5.30299472808838,32,32,0
00:35:07 03-09-2025,131.450668334961,0,0,0,131.450668334961,341.710510253906,11.5690860748291,132.604522705078,0,0,0,0,5.35106372833252,32,32,0
00:35:37 03-09-2025,131.505615234375,0,0,0,131.505615234375,347.501647949219,11.9277572631836,133.153961181641,0,0,0,0,5.33046245574951,32,32,0
00:36:07 03-09-2025,132.604522705078,0,0,0,132.604522705078,361.687164306641,12.2787971496582,133.373748779297,0,0,0,0,5.36937618255615,32,32,0
00:36:37 03-09-2025,132.549575805664,0,0,0,132.49462890625,340.667541503906,12.5916805267334,133.81330871582,0,0,0,0,5.45178031921387,32,32,0
00:37:07 03-09-2025,132.549575805664,0,0,0,132.549575805664,356.265319824219,12.9121952056885,134.19792175293,0,0,0,0,5.43117904663086,32,32,0
00:37:37 03-09-2025,133.099014282227,0,0,0,133.153961181641,361.247467041016,13.1945533752441,134.582534790039,0,0,0,0,5.38539886474609,32,32,0
00:38:07 03-09-2025,133.373748779297,0,0,0,133.373748779297,343.785766601563,13.4158592224121,134.802322387695,0,0,0,0,5.39913272857666,32,32,0
00:38:37 03-09-2025,133.703414916992,0,0,0,133.703414916992,355.437561035156,13.6371669769287,135.131988525391,0,0,0,0,5.4472017288208,32,32,0
00:39:08 03-09-2025,134.252868652344,0,0,0,134.252868652344,324.853759765625,13.8050556182861,135.296829223633,0,0,0,0,5.4472017288208,32,32,0
00:39:38 03-09-2025,134.307815551758,0,0,0,134.088027954102,335.288208007813,13.9576816558838,135.571548461914,0,0,0,0,5.3739538192749,32,32,0
00:40:08 03-09-2025,134.088027954102,0,0,0,134.088027954102,346.472595214844,14.1026763916016,135.846282958984,0,0,0,0,5.41286659240723,32,32,0
00:40:38 03-09-2025,134.47265625,0,0,0,134.47265625,358.998565673828,14.2400398254395,136.17594909668,0,0,0,0,5.42889022827148,32,32,0
00:41:08 03-09-2025,134.47265625,0,0,0,134.47265625,353.455047607422,14.3392467498779,136.230895996094,0,0,0,0,5.44949054718018,32,32,0
00:41:38 03-09-2025,134.417709350586,0,0,0,134.417709350586,346.085021972656,14.4460849761963,136.340774536133,0,0,0,0,5.45864677429199,32,32,0
00:42:08 03-09-2025,134.802322387695,0,0,0,134.802322387695,323.164978027344,14.5147666931152,136.560562133789,0,0,0,0,5.36708641052246,32,32,0
00:42:38 03-09-2025,135.131988525391,0,0,0,135.131988525391,349.649230957031,14.5987110137939,136.505615234375,0,0,0,0,5.42202281951904,32,32,0
00:43:08 03-09-2025,135.5166015625,0,0,0,135.5166015625,322.735443115234,14.6979179382324,136.725402832031,0,0,0,0,5.38768768310547,32,32,0
00:43:38 03-09-2025,135.186935424805,0,0,0,135.186935424805,341.37841796875,14.7818622589111,136.670455932617,0,0,0,0,5.40371131896973,32,32,0
00:44:08 03-09-2025,135.022094726563,0,0,0,135.022094726563,340.543762207031,14.8429126739502,136.83528137207,0,0,0,0,5.16794395446777,32,32,0
00:44:38 03-09-2025,134.967147827148,0,0,0,134.967147827148,354.260131835938,14.8658065795898,136.945175170898,0,0,0,0,5.22059059143066,32,32,0
00:45:08 03-09-2025,135.79133605957,0,0,0,135.79133605957,306.770141601563,14.8887004852295,137.000122070313,0,0,0,0,5.16794395446777,32,32,0
00:45:38 03-09-2025,135.5166015625,0,0,0,135.406707763672,340.570617675781,14.9573822021484,136.890228271484,0,0,0,0,5.17938899993896,32,32,0
00:46:08 03-09-2025,135.79133605957,0,0,0,135.901214599609,331.280151367188,14.987907409668,137.110015869141,0,0,0,0,5.17938899993896,32,32,0
00:46:38 03-09-2025,135.351776123047,0,0,0,135.351776123047,349.276672363281,14.9573822021484,137.219909667969,0,0,0,0,5.16336631774902,32,32,0
00:47:08 03-09-2025,136.230895996094,0,0,0,136.17594909668,328.544006347656,15.048957824707,137.329788208008,0,0,0,0,5.20914554595947,32,32,0
00:47:38 03-09-2025,135.241882324219,0,0,0,135.241882324219,348.0537109375,15.0565891265869,137.329788208008,0,0,0,0,5.21601295471191,32,32,0
00:48:08 03-09-2025,135.681442260742,0,0,0,135.681442260742,337.854858398438,15.1100082397461,137.164962768555,0,0,0,0,5.17710018157959,32,32,0
00:48:38 03-09-2025,135.406707763672,0,0,0,135.406707763672,329.607513427734,15.178689956665,137.384735107422,0,0,0,0,5.15421009063721,32,32,0
00:49:08 03-09-2025,135.901214599609,0,0,0,135.901214599609,337.277221679688,15.1329021453857,137.384735107422,0,0,0,0,5.1656551361084,32,32,0
00:49:38 03-09-2025,135.736389160156,0,0,0,135.736389160156,343.452728271484,15.2550029754639,137.274841308594,0,0,0,0,5.20914554595947,32,32,0
00:50:08 03-09-2025,135.186935424805,0,0,0,135.131988525391,351.723449707031,15.2092151641846,137.384735107422,0,0,0,0,5.1656551361084,32,32,0
00:50:38 03-09-2025,135.461654663086,0,0,0,135.461654663086,344.379272460938,15.2778968811035,137.439682006836,0,0,0,0,5.18625545501709,32,32,0
00:51:08 03-09-2025,136.285842895508,0,0,0,136.285842895508,337.015075683594,15.1939525604248,137.49462890625,0,0,0,0,5.21830177307129,32,32,0
00:51:38 03-09-2025,135.681442260742,0,0,0,135.681442260742,361.063720703125,15.2702655792236,137.384735107422,0,0,0,0,5.19083404541016,32,32,0
00:52:08 03-09-2025,135.681442260742,0,0,0,135.681442260742,346.973449707031,15.3236846923828,137.49462890625,0,0,0,0,5.22516918182373,32,32,0
00:52:39 03-09-2025,136.17594909668,0,0,0,136.17594909668,348.570068359375,15.2778968811035,137.604522705078,0,0,0,0,5.13131999969482,32,32,0
00:53:09 03-09-2025,136.121002197266,0,0,0,136.121002197266,345.153259277344,15.3694725036621,137.274841308594,0,0,0,0,5.14276504516602,32,32,0
00:53:39 03-09-2025,135.681442260742,0,0,0,135.681442260742,362.105560302734,15.3465785980225,137.549575805664,0,0,0,0,5.14734268188477,32,32,0
00:54:09 03-09-2025,135.956161499023,0,0,0,135.956161499023,319.444305419922,15.3465785980225,137.604522705078,0,0,0,0,5.22287940979004,32,32,0
00:54:39 03-09-2025,136.340774536133,0,0,0,136.340774536133,338.345458984375,15.3999977111816,137.329788208008,0,0,0,0,5.2068567276001,32,32,0
00:55:09 03-09-2025,136.121002197266,0,0,0,136.066055297852,332.787078857422,15.2778968811035,137.439682006836,0,0,0,0,5.19083404541016,32,32,0
00:55:39 03-09-2025,135.626495361328,0,0,0,135.626495361328,342.008087158203,15.3465785980225,137.604522705078,0,0,0,0,5.18625545501709,32,32,0
00:56:09 03-09-2025,136.615509033203,0,0,0,136.615509033203,355.335144042969,15.3313159942627,137.384735107422,0,0,0,0,5.16336631774902,32,32,0
00:56:39 03-09-2025,135.077041625977,0,0,0,135.077041625977,342.853790283203,15.4228916168213,137.329788208008,0,0,0,0,5.16336631774902,32,32,0
00:57:09 03-09-2025,136.011108398438,0,0,136.066055297852,0,348.896697998047,15.3618412017822,137.329788208008,0,0,0,0,6.44520568847656,32,32,0
00:57:39 03-09-2025,132.21989440918,0,0,132.21989440918,0,454.103515625,2.67862129211426,132.49462890625,0,0,0,0,7.66524314880371,32,32,0
00:58:09 03-09-2025,135.681442260742,0,0,135.681442260742,0,444.811981201172,4.5177640914917,135.406707763672,0,0,0,0,7.53248119354248,32,32,0
00:58:39 03-09-2025,137.110015869141,0,0,137.110015869141,0,398.359100341797,5.89902973175049,137.110015869141,0,0,0,0,7.5095911026001,32,32,0
00:59:09 03-09-2025,137.879241943359,0,0,137.879241943359,0,418.301177978516,6.88346767425537,137.824295043945,0,0,0,0,7.41574192047119,32,32,0
00:59:39 03-09-2025,137.879241943359,0,0,137.879241943359,0,427.806030273438,7.60080909729004,138.15397644043,0,0,0,0,7.46381092071533,32,32,0
01:00:09 03-09-2025,137.934188842773,0,0,137.934188842773,0,442.638671875,8.14263153076172,138.428695678711,0,0,0,0,7.3722505569458,32,32,0
01:00:39 03-09-2025,138.373748779297,0,0,138.373748779297,0,438.249847412109,8.58524703979492,138.703414916992,0,0,0,0,7.40658569335938,32,32,0
01:01:09 03-09-2025,138.538589477539,0,0,138.538589477539,0,446.085784912109,9.00496864318848,138.978149414063,0,0,0,0,7.40658569335938,32,32,0
01:01:39 03-09-2025,138.648483276367,0,0,138.483642578125,0,393.914733886719,9.32548332214355,139.033096313477,0,0,0,0,7.33333778381348,32,32,0
01:02:09 03-09-2025,139.19792175293,0,0,139.142974853516,0,427.730926513672,9.65362930297852,139.362762451172,0,0,0,0,7.34707164764404,32,32,0
01:02:39 03-09-2025,139.417709350586,0,0,139.417709350586,0,389.738067626953,9.9283561706543,139.527603149414,0,0,0,0,7.34707164764404,32,32,0
01:03:09 03-09-2025,139.637481689453,0,0,139.637481689453,0,439.925079345703,10.1801891326904,139.417709350586,0,0,0,0,7.34020519256592,32,32,0
01:03:39 03-09-2025,139.417709350586,0,0,139.417709350586,0,393.337463378906,10.4320220947266,139.582550048828,0,0,0,0,7.36080551147461,32,32,0
01:04:09 03-09-2025,139.747375488281,0,0,139.747375488281,0,397.496398925781,10.599910736084,139.527603149414,0,0,0,0,7.3722505569458,32,32,0
01:04:39 03-09-2025,139.362762451172,0,0,139.362762451172,0,412.852813720703,10.7906932830811,139.692428588867,0,0,0,0,7.3310489654541,32,32,0
01:05:09 03-09-2025,139.47265625,0,0,139.47265625,0,441.684753417969,10.9509506225586,139.637481689453,0,0,0,0,7.30815887451172,32,32,0
01:05:39 03-09-2025,139.19792175293,0,0,139.19792175293,0,438.089385986328,11.0806827545166,139.747375488281,0,0,0,0,7.31960391998291,32,32,0
01:06:09 03-09-2025,139.47265625,0,0,139.47265625,0,431.35107421875,11.2180461883545,139.747375488281,0,0,0,0,7.27611255645752,32,32,0
01:06:39 03-09-2025,139.692428588867,0,0,139.692428588867,0,419.288879394531,11.3477783203125,139.747375488281,0,0,0,0,7.26008987426758,32,32,0
01:07:09 03-09-2025,139.912216186523,0,0,139.912216186523,0,445.377716064453,11.4622478485107,139.857269287109,0,0,0,0,7.32189273834229,32,32,0
01:07:40 03-09-2025,139.912216186523,0,0,139.912216186523,0,440.804016113281,11.5614547729492,140.131988525391,0,0,0,0,7.30815887451172,32,32,0
01:08:10 03-09-2025,139.637481689453,0,0,139.637481689453,0,427.185211181641,11.6530303955078,139.912216186523,0,0,0,0,7.27153491973877,32,32,0
01:08:40 03-09-2025,139.692428588867,0,0,139.692428588867,0,429.626770019531,11.7598686218262,139.967163085938,0,0,0,0,7.31044769287109,32,32,0
01:09:10 03-09-2025,140.131988525391,0,0,140.131988525391,0,457.855224609375,11.8209190368652,140.077041625977,0,0,0,0,7.27840137481689,32,32,0
01:09:40 03-09-2025,139.307815551758,0,0,139.307815551758,0,436.794677734375,11.9048633575439,139.857269287109,0,0,0,0,7.32189273834229,32,32,0
01:10:10 03-09-2025,140.022109985352,0,0,140.022109985352,0,454.297210693359,11.9582824707031,139.857269287109,0,0,0,0,7.24864482879639,32,32,0
01:10:40 03-09-2025,140.131988525391,0,0,140.131988525391,0,428.534118652344,12.0269641876221,140.077041625977,0,0,0,0,7.28526878356934,32,32,0
01:11:10 03-09-2025,139.088043212891,0,0,139.088043212891,0,479.4072265625,12.0803833007813,139.912216186523,0,0,0,0,7.37453937530518,32,32,0
01:11:40 03-09-2025,139.747375488281,0,0,139.747375488281,0,439.189300537109,12.1338024139404,140.077041625977,0,0,0,0,7.26924610137939,32,32,0
01:12:10 03-09-2025,139.692428588867,0,0,139.747375488281,0,437.275177001953,12.2024841308594,139.967163085938,0,0,0,0,7.36767292022705,32,32,0
01:12:40 03-09-2025,139.747375488281,0,0,139.747375488281,0,436.641815185547,12.2406406402588,139.857269287109,0,0,0,0,7.25322246551514,32,32,0
01:13:10 03-09-2025,139.857269287109,0,0,139.857269287109,0,437.712951660156,12.2864284515381,140.131988525391,0,0,0,0,7.27153491973877,32,32,0
01:13:40 03-09-2025,139.912216186523,0,0,139.912216186523,0,412.060241699219,12.3245849609375,140.022109985352,0,0,0,0,7.27611255645752,32,32,0
01:14:10 03-09-2025,139.692428588867,0,0,139.692428588867,0,404.063507080078,12.3627414703369,139.967163085938,0,0,0,0,7.26466751098633,32,32,0
01:14:40 03-09-2025,140.077041625977,0,0,140.077041625977,0,462.728393554688,12.3932666778564,139.912216186523,0,0,0,0,7.34020519256592,32,32,0
01:15:10 03-09-2025,139.967163085938,0,0,139.967163085938,0,399.211364746094,12.4085292816162,139.912216186523,0,0,0,0,7.2371997833252,32,32,0
01:15:40 03-09-2025,139.747375488281,0,0,139.747375488281,0,414.430053710938,12.4695796966553,139.912216186523,0,0,0,0,7.25093364715576,32,32,0
01:16:10 03-09-2025,140.241882324219,0,0,140.241882324219,0,419.745697021484,12.5001049041748,139.802322387695,0,0,0,0,7.32647037506104,32,32,0
01:16:40 03-09-2025,139.912216186523,0,0,139.912216186523,0,430.309844970703,12.5382614135742,139.967163085938,0,0,0,0,7.26924610137939,32,32,0
01:17:10 03-09-2025,139.692428588867,0,0,139.692428588867,0,456.664733886719,12.5687866210938,139.967163085938,0,0,0,0,7.30815887451172,32,32,0
01:17:40 03-09-2025,139.527603149414,0,0,139.527603149414,0,441.819244384766,12.5916805267334,139.912216186523,0,0,0,0,7.33333778381348,32,32,0
01:18:10 03-09-2025,139.747375488281,0,0,139.747375488281,0,427.840881347656,12.6374683380127,139.857269287109,0,0,0,0,7.28984642028809,32,32,0
01:18:40 03-09-2025,139.692428588867,0,0,139.692428588867,0,425.363616943359,12.6527309417725,140.022109985352,0,0,0,0,7.29671382904053,32,32,0
01:19:10 03-09-2025,139.637481689453,0,0,139.637481689453,0,431.093170166016,12.6603622436523,139.967163085938,0,0,0,0,7.26924610137939,32,32,0
01:19:40 03-09-2025,139.527603149414,0,0,139.527603149414,0,435.906860351563,12.6908874511719,139.912216186523,0,0,0,0,7.26924610137939,32,32,0
01:20:10 03-09-2025,139.307815551758,0,0,139.307815551758,0,427.550903320313,12.7137813568115,139.857269287109,0,0,0,0,7.28526878356934,32,32,0
01:20:40 03-09-2025,139.362762451172,0,0,139.362762451172,0,451.746856689453,12.7595691680908,139.857269287109,0,0,0,0,7.27382373809814,32,32,0
01:21:10 03-09-2025,139.802322387695,0,0,139.802322387695,0,412.559814453125,12.7672004699707,140.022109985352,0,0,0,0,7.25093364715576,32,32,0
01:21:41 03-09-2025,139.692428588867,0,0,139.637481689453,0,428.806793212891,12.7900943756104,139.967163085938,0,0,0,0,7.28069114685059,32,32,0
01:22:11 03-09-2025,139.692428588867,0,0,139.857269287109,0,447.787353515625,12.8053569793701,139.857269287109,139.912216186523,0,0,0,7.22346591949463,32,32,0
01:22:41 03-09-2025,139.692428588867,0,0,139.692428588867,0,339.647491455078,12.8740386962891,140.022109985352,140.022109985352,0,0,0,7.42031955718994,32,32,0
01:23:11 03-09-2025,139.857269287109,0,0,139.857269287109,0,273.721618652344,12.8740386962891,140.241882324219,140.241882324219,0,0,0,7.42260837554932,32,32,0
01:23:41 03-09-2025,140.186935424805,0,0,140.186935424805,0,351.968353271484,12.8893013000488,140.406723022461,140.351776123047,0,0,0,7.40658569335938,32,32,0
01:24:11 03-09-2025,139.912216186523,0,0,139.912216186523,0,372.8369140625,12.8969326019287,140.296829223633,140.241882324219,0,0,0,7.41803073883057,32,32,0
01:24:41 03-09-2025,140.131988525391,0,0,140.131988525391,0,189.512329101563,12.8969326019287,140.241882324219,140.241882324219,0,0,0,7.40658569335938,32,32,0
01:25:11 03-09-2025,140.296829223633,0,0,140.296829223633,0,357.734436035156,12.8816699981689,140.351776123047,140.351776123047,0,0,0,7.46381092071533,32,32,0
01:25:41 03-09-2025,139.857269287109,0,0,139.747375488281,0,123.796974182129,12.9274578094482,140.131988525391,140.186935424805,0,0,0,7.46381092071533,32,32,0
01:26:11 03-09-2025,139.802322387695,0,0,139.802322387695,0,270.109008789063,12.9274578094482,140.131988525391,140.131988525391,0,0,0,7.45923328399658,32,32,0
01:26:41 03-09-2025,140.022109985352,0,0,140.022109985352,0,434.227233886719,12.9198265075684,140.351776123047,140.406723022461,0,0,0,7.46609973907471,32,32,0
01:27:11 03-09-2025,140.022109985352,0,0,140.022109985352,0,359.068115234375,12.9274578094482,140.186935424805,140.186935424805,0,0,0,7.4363431930542,32,32,0
01:27:41 03-09-2025,140.406723022461,0,0,140.406723022461,0,384.661224365234,12.9274578094482,140.186935424805,140.186935424805,0,0,0,7.46381092071533,32,32,0
01:28:11 03-09-2025,139.802322387695,0,0,140.186935424805,0,323.141723632813,12.9274578094482,140.131988525391,140.296829223633,0,0,0,7.39285182952881,32,32,0
